QUOTE_UNIXTIME,QUOTE_READTIME,QUOTE_DATE,QUOTE_TIME_HOURS,S,EXPIRE_DATE,EXPIRE_UNIX,DTE,C_DELTA,C_GAMMA,C_VEGA,C_THETA,C_RHO,C_IV,C_VOLUME,C_LAST,C_SIZE,C_BID,C_ASK,K,P_BID,P_ASK,P_SIZE,P_LAST,P_DELTA,P_GAMMA,P_VEGA,P_THETA,P_RHO,P_IV,P_VOLUME,STRIKE_DISTANCE,STRIKE_DISTANCE_PCT,T,C_IV_MID,P_IV_MID,C_MID,P_MID,C_SPRD,P_SPRD,Y,C_SPRD_REL,P_SPRD_REL,moneyness,mon_bucket,T_bucket,C_IV_CALC,P_IV_CALC,C_IV_ERROR,P_IV_ERROR
1672866000, 2023-01-04 16:00, 2023-01-04,16.0,3853.39, 2023-01-05,1672952400,1.0,0.83496,0.00691,0.65251,-2.18792,0.10802,0.15171, 76.000000,35.27, 115 x 100,40.3,41.7,3815.0,4.4,4.6, 70 x 168,4.56,-0.19061,0.00636,0.7219,-3.41952,-0.0351,0.16065, 471.000000,38.4,0.01,0.0027397260273972,0.15171,0.16065,41.0,4.5,1.4000000000000057,0.1999999999999993,-0.0100126156139238,0.0341463414634147,0.0444444444444442,1.010062909567497,ATM,1W,0.17307154183245496,0.21759150663818969,0.02136154183245495,0.0569415066381897
1672866000, 2023-01-04 16:00, 2023-01-04,16.0,3853.39, 2023-01-05,1672952400,1.0,0.82163,0.00791,0.68868,-2.16287,0.10814,0.13892, 68.000000,34.93, 103 x 103,35.6,36.5,3820.0,5.7,6.0, 157 x 215,6.0,-0.22893,0.00691,0.80494,-4.13688,-0.04206,0.16437, 1579.000000,33.4,0.009,0.0027397260273972,0.13892,0.16437,36.05,5.85,0.8999999999999986,0.2999999999999998,-0.0087028577318603,0.0249653259361996,0.0512820512820512,1.008740837696335,ATM,1W,0.15846063515354156,0.22297513260166194,0.01954063515354157,0.05860513260166195
1672866000, 2023-01-04 16:00, 2023-01-04,16.0,3853.39, 2023-01-05,1672952400,1.0,0.76369,0.00834,0.81393,-3.1329,0.11164,0.1481, 533.000000,29.79, 3 x 5,32.2,33.4,3825.0,6.0,6.2, 51 x 36,6.6,-0.25049,0.00785,0.84484,-4.14912,-0.046,0.15258, 705.000000,28.4,0.007,0.0027397260273972,0.1481,0.15258,32.8,6.1,1.1999999999999955,0.2000000000000001,-0.007394813071845,0.0365853658536584,0.0327868852459016,1.0074222222222222,ATM,1W,0.17511438037532678,0.207816522773318,0.027014380375326774,0.055236522773318
1672866000, 2023-01-04 16:00, 2023-01-04,16.0,3853.39, 2023-01-05,1672952400,1.0,0.7114,0.00864,0.90266,-3.95767,0.10946,0.15507, 402.000000,28.8, 52 x 3,29.2,30.2,3830.0,7.2,7.4, 128 x 29,8.5,-0.28947,0.0085,0.90689,-4.59402,-0.05352,0.15131, 829.000000,23.4,0.006,0.0027397260273972,0.15507,0.15131,29.7,7.300000000000001,1.0,0.2000000000000001,-0.0060884771577895,0.0336700336700336,0.0273972602739726,1.006107049608355,ATM,1W,0.1866629623886653,0.20581759144499412,0.0315929623886653,0.05450759144499412
1672866000, 2023-01-04 16:00, 2023-01-04,16.0,3853.39, 2023-01-05,1672952400,1.0,0.67978,0.00974,0.94554,-3.93512,0.10649,0.14333, 366.000000,25.4, 51 x 17,25.0,25.3,3835.0,8.5,8.8, 35 x 76,9.4,-0.33094,0.00916,0.96178,-4.97812,-0.06112,0.14893, 502.000000,18.4,0.005,0.0027397260273972,0.14333,0.14893,25.15,8.65,0.3000000000000007,0.3000000000000007,-0.0047838455311247,0.0119284294234592,0.0346820809248555,1.0047953063885269,ATM,1W,0.172548606565613,0.2033051844387064,0.02921860656561298,0.0543751844387064
1672866000, 2023-01-04 16:00, 2023-01-04,16.0,3853.39, 2023-01-05,1672952400,1.0,0.62183,0.00968,1.00533,-4.699,0.10185,0.15166, 529.000000,22.67, 71 x 15,22.6,22.9,3840.0,11.1,11.3, 14 x 52,11.3,-0.38408,0.00923,1.01225,-5.69096,-0.07066,0.15587, 634.000000,13.4,0.003,0.0027397260273972,0.15166,0.15587,22.75,11.2,0.2999999999999971,0.200000000000001,-0.0034809137507086,0.013186813186813,0.0178571428571429,1.0034869791666667,ATM,1W,0.18576599632528681,0.2139245093401471,0.034105996325286825,0.05805450934014708
1672866000, 2023-01-04 16:00, 2023-01-04,16.0,3853.39, 2023-01-05,1672952400,1.0,0.57718,0.01043,1.03631,-4.70851,0.09588,0.14447, 568.000000,19.03, 5 x 9,18.9,19.1,3845.0,12.9,13.2, 26 x 10,13.2,-0.43008,0.00966,1.04138,-5.90785,-0.07912,0.15437, 619.000000,8.4,0.002,0.0027397260273972,0.14447,0.15437,19.0,13.05,0.2000000000000028,0.2999999999999989,-0.0021796773927368,0.0105263157894738,0.0229885057471263,1.0021820546163849,ATM,1W,0.1771585889546299,0.2120352640583719,0.03268858895462992,0.057665264058371885
1672866000, 2023-01-04 16:00, 2023-01-04,16.0,3853.39, 2023-01-05,1672952400,1.0,0.52173,0.00929,1.05518,-5.61576,0.08893,0.16368, 2217.000000,17.05, 6 x 18,18.2,18.4,3850.0,15.1,15.4, 65 x 10,15.4,-0.47902,0.00978,1.05524,-6.05636,-0.08809,0.15284, 1203.000000,3.4,0.001,0.0027397260273972,0.16368,0.15284,18.299999999999997,15.25,0.1999999999999993,0.3000000000000007,-0.0008801320506513,0.0109289617486338,0.019672131147541,1.0008805194805197,ATM,1W,0.20381823808560132,0.2117467624609924,0.040138238085601324,0.058906762460992385
1672866000, 2023-01-04 16:00, 2023-01-04,16.0,3853.39, 2023-01-05,1672952400,1.0,0.47308,0.01003,1.05456,-5.17839,0.08161,0.15006, 654.000000,13.8, 32 x 27,14.3,14.6,3855.0,16.4,16.8, 18 x 94,18.5,-0.52991,0.01056,1.05406,-5.69135,-0.09732,0.142, 349.000000,1.6,0.0,0.0027397260273972,0.15006,0.142,14.45,16.6,0.2999999999999989,0.4000000000000021,0.0004177266649486,0.0207612456747404,0.0240963855421688,0.9995823605706874,ATM,1W,0.18761217335447058,0.19800378833944285,0.037552173354470586,0.05600378833944286
1672866000, 2023-01-04 16:00, 2023-01-04,16.0,3853.39, 2023-01-05,1672952400,1.0,0.42301,0.00993,1.03716,-5.0674,0.07363,0.14961, 639.000000,11.5, 97 x 25,12.0,12.3,3860.0,18.8,19.1, 5 x 61,20.6,-0.58573,0.01071,1.03335,-5.44351,-0.10793,0.13721, 547.000000,6.6,0.002,0.0027397260273972,0.14961,0.13721,12.15,18.950000000000003,0.3000000000000007,0.3000000000000007,0.0017139031263952,0.0246913580246914,0.0158311345646438,0.9982875647668392,ATM,1W,0.18748028298522945,0.19360242222724489,0.03787028298522946,0.05639242222724489
1672866000, 2023-01-04 16:00, 2023-01-04,16.0,3853.39, 2023-01-05,1672952400,1.0,0.38078,0.00908,1.01036,-5.21402,0.06669,0.15841, 541.000000,9.65, 67 x 13,11.0,11.2,3865.0,21.5,21.9, 31 x 29,24.2,-0.64087,0.01045,0.99028,-5.09172,-0.11765,0.13471, 528.000000,11.6,0.003,0.0027397260273972,0.15841,0.13471,11.1,21.7,0.1999999999999993,0.3999999999999986,0.003008401689041,0.0180180180180179,0.0184331797235022,0.9969961190168176,ATM,1W,0.2001659003984268,0.190946776309896,0.041755900398426804,0.056236776309896014
1672866000, 2023-01-04 16:00, 2023-01-04,16.0,3853.39, 2023-01-05,1672952400,1.0,0.33538,0.00878,0.96647,-4.86156,0.05895,0.15793, 1783.000000,9.1, 28 x 39,9.1,9.3,3870.0,24.2,25.4, 5 x 105,34.91,-0.69518,0.00999,0.92775,-4.64206,-0.12823,0.13153, 318.000000,16.6,0.004,0.0027397260273972,0.15793,0.13153,9.2,24.799999999999997,0.200000000000001,1.1999999999999993,0.0043012266913463,0.0217391304347827,0.0483870967741935,0.9957080103359172,ATM,1W,0.19911757034409028,0.1894859578917224,0.04118757034409029,0.05795595789172239
1672866000, 2023-01-04 16:00, 2023-01-04,16.0,3853.39, 2023-01-05,1672952400,1.0,0.27618,0.00874,0.88795,-3.94007,0.04881,0.14441, 942.000000,6.48, 378 x 69,6.4,6.6,3875.0,29.8,30.8, 95 x 103,30.4,-0.7122,0.00841,0.90372,-5.12507,-0.13143,0.15327, 244.000000,21.6,0.006,0.0027397260273972,0.14441,0.15327,6.5,30.3,0.1999999999999993,1.0,0.005592382454966,0.0307692307692306,0.033003300330033,0.9944232258064516,ATM,1W,0.1831230898303603,0.2185489332543289,0.03871308983036029,0.0652789332543289
1672866000, 2023-01-04 16:00, 2023-01-04,16.0,3853.39, 2023-01-05,1672952400,1.0,0.25033,0.00773,0.84375,-3.9334,0.0444,0.15537, 742.000000,5.45, 133 x 10,6.0,6.2,3880.0,33.8,35.2, 12 x 5,35.84,-0.74455,0.00758,0.85306,-4.94291,-0.13741,0.1596, 136.000000,26.6,0.007,0.0027397260273972,0.15537,0.1596,6.1,34.5,0.2000000000000001,1.4000000000000057,0.0068818732848379,0.0327868852459016,0.0405797101449277,0.9931417525773196,ATM,1W,0.19711521677666574,0.22832923956808587,0.04174521677666573,0.06872923956808588
1672866000, 2023-01-04 16:00, 2023-01-04,16.0,3853.39, 2023-01-05,1672952400,1.0,0.21162,0.00714,0.76739,-3.39738,0.03824,0.15342, 570.000000,4.4, 4 x 11,4.8,4.9,3885.0,37.3,38.6, 100 x 105,37.84,-0.78797,0.00713,0.76919,-4.25619,-0.14523,0.15413, 34.000000,31.6,0.008,0.0027397260273972,0.15342,0.15413,4.85,37.95,0.1000000000000005,1.3000000000000045,0.0081697034692666,0.020618556701031,0.0342555994729908,0.9918635778635778,ATM,1W,0.1957383525435108,0.2247962209446646,0.042318352543510795,0.0706662209446646
1672866000, 2023-01-04 16:00, 2023-01-04,16.0,3853.39, 2023-01-05,1672952400,1.0,0.16275,0.00642,0.65553,-2.54041,0.02958,0.14459, 1156.000000,3.31, 571 x 140,3.2,3.4,3890.0,41.2,42.7, 115 x 105,52.12,-0.82196,0.00635,0.69101,-3.75205,-0.15192,0.15323, 19.000000,36.6,0.009,0.0027397260273972,0.14459,0.15323,3.3,41.95,0.1999999999999997,1.5,0.0094558772800106,0.0606060606060605,0.035756853396901,0.9905886889460154,ATM,1W,0.18471106082369848,0.22711128894215973,0.040121060823698484,0.07388128894215973
1672866000, 2023-01-04 16:00, 2023-01-04,16.0,3853.39, 2023-01-05,1672952400,1.0,0.13634,0.00566,0.58184,-2.16545,0.02489,0.14677, 831.000000,2.35, 22 x 212,2.6,2.75,3895.0,46.4,47.8, 100 x 107,52.68,-0.82883,0.00566,0.67252,-3.91756,-0.1534,0.16855, 32.000000,41.6,0.011,0.0027397260273972,0.14677,0.16855,2.675,47.099999999999994,0.1499999999999999,1.3999999999999986,0.0107403989723674,0.0560747663551401,0.0297239915074309,0.9893170731707316,ATM,1W,0.18741371508652657,0.2475090453773457,0.04064371508652656,0.07895904537734569
1672866000, 2023-01-04 16:00, 2023-01-04,16.0,3853.39, 2023-01-05,1672952400,1.0,0.11953,0.00494,0.52951,-1.96392,0.021,0.15213, 4202.000000,2.1, 134 x 90,2.3,2.4,3900.0,50.8,52.2, 105 x 107,55.1,-0.85182,0.0051,0.61368,-3.57441,-0.15777,0.1716, 31.000000,46.6,0.012,0.0027397260273972,0.15213,0.1716,2.3499999999999996,51.5,0.1,1.4000000000000057,0.0120232727852564,0.0425531914893617,0.0271844660194175,0.988048717948718,ATM,1W,0.19481500318046466,0.25403970598012876,0.04268500318046467,0.08243970598012876
1672866000, 2023-01-04 16:00, 2023-01-04,16.0,3853.39, 2023-01-05,1672952400,1.0,0.0855,0.00403,0.4168,-1.3297,0.01542,0.14488, 1302.000000,1.45, 323 x 249,1.45,1.55,3905.0,55.6,56.9, 7 x 27,56.94,-0.86514,0.00451,0.5746,-3.44112,-0.16041,0.17866, 2.000000,51.6,0.013,0.0027397260273972,0.14488,0.17866,1.5,56.25,0.1,1.2999999999999972,0.013304502941305,0.0666666666666667,0.023111111111111,0.9867836107554416,ATM,1W,0.18551521909142155,0.2659644109525947,0.04063521909142154,0.0873044109525947
1672866000, 2023-01-04 16:00, 2023-01-04,16.0,3853.39, 2023-01-05,1672952400,1.0,0.06832,0.00341,0.35076,-1.04966,0.01238,0.14555, 958.000000,1.2, 234 x 356,1.1,1.2,3910.0,56.2,57.7, 25 x 27,64.35,-0.99895,0.0,0.0,-1.44584,-0.18519,0.00186, 18.000000,56.6,0.015,0.0027397260273972,0.14555,0.00186,1.15,56.95,0.0999999999999998,1.5,0.0145840936469302,0.0869565217391303,0.0263388937664618,0.9855217391304348,ATM,1W,0.18665025416027717,0.16493329019952435,0.041100254160277155,0.16307329019952435
1672866000, 2023-01-04 16:00, 2023-01-04,16.0,3853.39, 2023-01-05,1672952400,1.0,0.05049,0.00274,0.27794,-0.75031,0.00914,0.14324, 542.000000,0.8, 389 x 303,0.75,0.85,3915.0,64.9,66.2, 7 x 27,75.29,-0.89434,0.00364,0.48503,-2.98096,-0.16638,0.18749, 7.000000,61.6,0.016,0.0027397260273972,0.14324,0.18749,0.8,65.55000000000001,0.0999999999999999,1.2999999999999972,0.0158620490924221,0.1249999999999999,0.0198321891685735,0.9842630906768838,ATM,1W,0.18435485671809668,0.2834348771652356,0.04111485671809667,0.09594487716523559
1672866000, 2023-01-04 16:00, 2023-01-04,16.0,3853.39, 2023-01-05,1672952400,1.0,0.03766,0.00215,0.22153,-0.54909,0.00706,0.14344, 828.000000,0.5, 64 x 265,0.55,0.6,3920.0,68.9,70.5, 2 x 5,74.9,-0.92208,0.0031,0.38766,-2.31692,-0.17097,0.17889, 8.000000,66.6,0.017,0.0027397260273972,0.14344,0.17889,0.575,69.7,0.0499999999999999,1.5999999999999943,0.0171383734520269,0.0869565217391303,0.0229555236728837,0.9830076530612244,ATM,1W,0.18407091899627892,0.2789375049074474,0.04063091899627891,0.1000475049074474
1672866000, 2023-01-04 16:00, 2023-01-04,16.0,3853.39, 2023-01-05,1672952400,1.0,0.0288,0.0017,0.17821,-0.41121,0.00534,0.14388, 1349.000000,0.37, 2 x 755,0.4,0.45,3925.0,73.5,75.2, 2 x 2,80.82,-0.93599,0.00264,0.33194,-2.02915,-0.17424,0.17824, 5.000000,71.6,0.019,0.0027397260273972,0.14388,0.17824,0.425,74.35,0.0499999999999999,1.7000000000000028,0.0184130708840276,0.1176470588235293,0.0228648285137861,0.9817554140127388,ATM,1W,0.18513092441687293,0.2844746702411593,0.04125092441687292,0.10623467024115929
1672866000, 2023-01-04 16:00, 2023-01-04,16.0,3853.39, 2023-01-05,1672952400,1.0,0.02044,0.00129,0.13034,-0.26964,0.00364,0.14166, 2356.000000,0.27, 349 x 329,0.25,0.3,3930.0,78.1,79.6, 27 x 27,124.17,-0.95539,0.00204,0.2474,-1.59074,-0.17762,0.16998, 10.000000,76.6,0.02,0.0027397260273972,0.14166,0.16998,0.275,78.85,0.0499999999999999,1.5,0.0196861455308256,0.1818181818181817,0.0190234622701331,0.9805063613231552,ATM,1W,0.18263692340640583,0.28449839924904596,0.040976923406405824,0.11451839924904597
1672866000, 2023-01-04 16:00, 2023-01-04,16.0,3853.39, 2023-01-05,1672952400,1.0,0.01169,0.0008,0.08097,-0.14824,0.0024,0.14367, 473.000000,0.15, 1477 x 962,0.1,0.2,3940.0,88.2,90.1, 2 x 5,108.85,-0.9493,0.00194,0.276,-1.86725,-0.17747,0.19928, 2.000000,86.6,0.022,0.0027397260273972,0.14367,0.19928,0.15,89.15,0.1,1.8999999999999917,0.0222274429594981,0.6666666666666666,0.0213123948401569,0.978017766497462,ATM,1W,0.18611297922065081,0.3204229081278802,0.04244297922065082,0.1211429081278802
1672866000, 2023-01-04 16:00, 2023-01-04,16.0,3853.39, 2023-01-05,1672952400,1.0,0.00978,0.00061,0.06838,-0.12402,0.00196,0.14751, 1155.000000,0.15, 323 x 551,0.1,0.15,3945.0,93.2,95.1, 2 x 2,98.26,-0.95133,0.00186,0.26826,-1.87066,-0.17781,0.20759, 2.000000,91.6,0.024,0.0027397260273972,0.14751,0.20759,0.125,94.15,0.0499999999999999,1.8999999999999917,0.0234956739474933,0.3999999999999999,0.0201805629314922,0.9767782002534854,ATM,1W,0.19082572941721251,0.3338804817501175,0.04331572941721251,0.12629048175011748
1672866000, 2023-01-04 16:00, 2023-01-04,16.0,3853.39, 2023-01-05,1672952400,1.0,0.00618,0.0004,0.04476,-0.07474,0.0007,0.15217, 1751.000000,0.07, 825 x 483,0.05,0.1,3955.0,103.1,105.1, 2 x 2,136.42,-0.95581,0.00152,0.2474,-1.8313,-0.17914,0.22355, 10.000000,101.6,0.026,0.0027397260273972,0.15217,0.22355,0.075,104.1,0.05,2.0,0.0260273208692729,0.6666666666666666,0.0192122958693563,0.9743084702907712,ATM,1W,0.19653183594451498,0.3588124916780103,0.04436183594451498,0.13526249167801033
1672866000, 2023-01-04 16:00, 2023-01-04,16.0,3853.39, 2023-01-05,1672952400,1.0,0.00588,0.00034,0.04362,-0.0746,0.00116,0.15806, 1752.000000,0.1, 229 x 848,0.05,0.1,3960.0,108.1,110.0, 2 x 5,117.18,-0.9585,0.0014,0.23442,-1.78798,-0.18001,0.23036, 7.000000,106.6,0.028,0.0027397260273972,0.15806,0.23036,0.075,109.05,0.05,1.9000000000000057,0.0272907449160449,0.6666666666666666,0.0174232003668042,0.9730782828282828,ATM,1W,0.20498784606061815,0.37021728572421453,0.046927846060618145,0.13985728572421452
1672866000, 2023-01-04 16:00, 2023-01-04,16.0,3853.39, 2023-01-06,1673038800,2.0,0.91911,0.00129,0.48733,-2.2034,0.14693,0.272, 1.000000,102.3, 22 x 22,130.0,132.1,3725.0,1.4,1.5, 155 x 407,1.5,-0.04486,0.00119,0.31843,-1.07438,-0.01339,0.23236, 270.000000,128.4,0.033,0.0054794520547945,0.272,0.23236,131.05,1.45,2.0999999999999943,0.1,-0.0338864285188214,0.0160244181610072,0.0689655172413793,1.0344671140939596,ATM,1W,0.29450211873958726,0.27285903024166624,0.02250211873958724,0.040499030241666234
1672866000, 2023-01-04 16:00, 2023-01-04,16.0,3853.39, 2023-01-06,1673038800,2.0,0.94823,0.00059,0.33228,-0.35955,0.07004,0.18314, 22.000000,95.28, 3 x 7,107.8,109.7,3745.0,2.6,2.7, 70 x 132,2.75,-0.0759,0.00182,0.47757,-1.76113,-0.02189,0.23215, 214.000000,108.4,0.028,0.0054794520547945,0.18314,0.23215,108.75,2.6500000000000004,1.9000000000000057,0.1,-0.0285316633811614,0.0174712643678161,0.0377358490566038,1.02894259012016,ATM,1W,,0.2718757379750022,,0.0397257379750022
1672866000, 2023-01-04 16:00, 2023-01-04,16.0,3853.39, 2023-01-06,1673038800,2.0,0.94033,0.00113,0.38062,-0.90976,0.1091,0.18986, 8.000000,121.2, 5 x 5,103.5,105.1,3750.0,2.85,3.0, 34 x 161,2.91,-0.08357,0.00201,0.51284,-1.89746,-0.02447,0.22914, 3593.000000,103.4,0.027,0.0054794520547945,0.18986,0.22914,104.3,2.925,1.5999999999999943,0.1499999999999999,-0.0271974403680247,0.0153403643336528,0.0512820512820512,1.0275706666666666,ATM,1W,0.1778574806903861,0.2686445263047669,-0.012002519309613907,0.03950452630476686
1672866000, 2023-01-04 16:00, 2023-01-04,16.0,3853.39, 2023-01-06,1673038800,2.0,0.93881,0.00127,0.39003,-0.9609,0.11384,0.1833, 1.000000,82.6, 107 x 7,98.6,100.1,3755.0,3.6,3.8, 275 x 155,3.86,-0.09969,0.00228,0.5836,-2.28187,-0.02935,0.23488, 172.000000,98.4,0.026,0.0054794520547945,0.1833,0.23488,99.35,3.7,1.5,0.1999999999999997,-0.0258649951342461,0.0150981378963261,0.0540540540540539,1.0262023968042608,ATM,1W,0.17393556128404536,0.2751682348860181,-0.009364438715954632,0.0402882348860181
1672866000, 2023-01-04 16:00, 2023-01-04,16.0,3853.39, 2023-01-06,1673038800,2.0,0.90804,0.00206,0.54158,-1.87945,0.16166,0.20954, 2.000000,114.61, 112 x 105,95.2,96.7,3760.0,4.0,4.2, 152 x 71,5.81,-0.10941,0.00243,0.62463,-2.45618,-0.03193,0.23208, 787.000000,93.4,0.024,0.0054794520547945,0.20954,0.23208,95.95,4.1,1.5,0.2000000000000001,-0.024534322948541,0.0156331422615945,0.0487804878048781,1.0248377659574468,ATM,1W,0.22653655952041368,0.2725041353018292,0.01699655952041368,0.0404241353018292
1672866000, 2023-01-04 16:00, 2023-01-04,16.0,3853.39, 2023-01-06,1673038800,2.0,0.90269,0.00222,0.56921,-1.93375,0.16665,0.20468, 55.000000,70.3, 3 x 3,90.2,92.1,3765.0,4.9,5.1, 78 x 287,5.17,-0.12678,0.00266,0.69323,-2.84738,-0.03703,0.23653, 125.000000,88.4,0.023,0.0054794520547945,0.20468,0.23653,91.15,5.0,1.8999999999999917,0.1999999999999993,-0.0232054190984872,0.0208447613823367,0.0399999999999998,1.023476759628154,ATM,1W,0.22205387303921464,0.2777533560890108,0.017373873039214643,0.041223356089010815
